sentence,label
"Deltaform Mountain one mountains Ten Peaks, Alberta, also border Banff Kootenay Parks",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O
Mount Lefroy mountain Continental Alberta British Canada.,B-MOUNTAIN I-MOUNTAIN O O O O O
Mount Victoria immediately western side pass. named,B-MOUNTAIN I-MOUNTAIN O O O O O
"Pointe de l'Échelle m) Vanoise Savoie, France. ==",B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O O O O
"Pointe du Bouchet mountain Savoie,",B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O
"Mount Fitzgerald name several places Mount Fitzgerald Columbia) Columbia, Mount Fitzgerald Canada Mount Fitzgerald (Christchurch), New Mount Fitzgerald (Nevada) USA Mount Fitzgerald Pigeon Christchurch",B-MOUNTAIN I-MOUNTAIN O O O B-MOUNTAIN I-MOUNTAIN O O B-MOUNTAIN I-MOUNTAIN O B-MOUNTAIN I-MOUNTAIN O O B-MOUNTAIN I-MOUNTAIN O O B-MOUNTAIN I-MOUNTAIN O O
Bellecôte Vanoise Massif Graian lying part Vanoise National Peisey-Nancroix,B-MOUNTAIN O O O O O O O O
"face immense south accessible. side Bellecôte. List mountains Alps External links de Bellecôte"" Summitpost ""Bellecôte"" Mountain-Forecast",O O O O O B-MOUNTAIN O O O O O O B-MOUNTAIN O B-MOUNTAIN O
"Crazy Peak, 11,214 ft (3,418 highest Mountains, island Rockies, United",B-MOUNTAIN I-MOUNTAIN O O O O O O O O
"Crazy Peak surroundings, rising 7,000 feet (2,100 Yellowstone highest Montana north miles south.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O
Crazy Peak also peak Montana.,B-MOUNTAIN I-MOUNTAIN O O O
"Emi Koussi (also Emi high shield volcano southeast end central Sahara, northern",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O
Piz Linard Swiss Alps.,B-MOUNTAIN I-MOUNTAIN O O
"3,410 highest Silvretta range. climbed 1835, geologist naturalist led legend man ""Chounard"" summit carrying however, cross never found. Piz Linard Val Lavinuoz (east) Saglains",O O O O O O O O O O O O O O O O O O B-MOUNTAIN I-MOUNTAIN O O O O
"Mount Woolley Alberta, Canada, Sunwapta Valley Jasper Park, 1½ km south Diadem Peak Winston 1898",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O
"Aneto highest mountain Pyrenees mountain, reaching 3,404 feet).",B-MOUNTAIN O O O O O O O
"southernmost part Maladeta massif. Aneto located Posets-Maladeta Benasque, province, Spain.",O O O O B-MOUNTAIN O O O O O
"Lone Mountain refer place United States: Lone Mountain, Lone Mountain (California), hill Francisco, California Lone Mountain, Francisco, California, associated neighborhood Lone Mountain (Montana), mountain Lone Mountain, ghost Lone Mountain (Elko Lone Mountain (Eureka Lone Mountain (New York), Lone Mountain State",B-MOUNTAIN I-MOUNTAIN O O O O B-MOUNTAIN I-MOUNTAIN B-MOUNTAIN I-MOUNTAIN O O O O B-MOUNTAIN I-MOUNTAIN O O O O B-MOUNTAIN I-MOUNTAIN O O B-MOUNTAIN I-MOUNTAIN O B-MOUNTAIN I-MOUNTAIN O B-MOUNTAIN I-MOUNTAIN O B-MOUNTAIN I-MOUNTAIN O O B-MOUNTAIN I-MOUNTAIN O
Fluchthorn Fenga Silvretta located Austria Switzerland.,B-MOUNTAIN O O O O O
Fluchthorn Jamtal Val Fenga,B-MOUNTAIN O O O
"Grand Bec Savoie, France.",B-MOUNTAIN I-MOUNTAIN O O
"Rockchuck Peak feet (3,398 Teton Range, Grand Teton Park",B-MOUNTAIN I-MOUNTAIN O O O O B-MOUNTAIN I-MOUNTAIN O
summit miles km) north Mount Saint John. References,O O O O B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O
"Mount Hector to: Mount Hector (Antarctica) Mount Hector Alberta, Mount Hector (New Zealand) southern",B-MOUNTAIN I-MOUNTAIN O B-MOUNTAIN I-MOUNTAIN O B-MOUNTAIN I-MOUNTAIN O B-MOUNTAIN I-MOUNTAIN O O O
Piz Platta highest Oberhalbstein,B-MOUNTAIN I-MOUNTAIN O O
3392 high (Source: der notable similarity shape Matterhorn.,O O O O O O O B-MOUNTAIN
"Piz Platta localities Mulegns, Swiss canton Graubünden. List List mountains Switzerland External Piz Platta Summitpost Piz Platta",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O B-MOUNTAIN I-MOUNTAIN O B-MOUNTAIN I-MOUNTAIN
"Telescope Peak (Timbisha: highest within Valley Park,",B-MOUNTAIN I-MOUNTAIN O O O O O
"atop desert mountain see many directions, including Mount Whitney, Charleston",O O O O O O O B-MOUNTAIN I-MOUNTAIN O
distance visible summit. Geography Telescope Peak one ver,O O O O B-MOUNTAIN I-MOUNTAIN O O
Champagne Castle central Drakensberg peak South Africa.,B-MOUNTAIN I-MOUNTAIN O O O O O
"Roy (also known Cerro Chaltén, Cerro Fitz simply Roy) Argentina Chile.",O O O B-MOUNTAIN I-MOUNTAIN O O O O O O
"Mount Spurr Aleutian named Geological Survey explorer Josiah Edward Spurr, expedition area",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O
Alaska Observatory currently Mount Spurr Level Concern Color,O O O B-MOUNTAIN I-MOUNTAIN O O O
"mountain Dena'ina name literally inside'. Mount Spurr, volcano Aleutian Arc,",O O O O O B-MOUNTAIN I-MOUNTAIN O O O
"Pointe du Vallonnet France, close Italian",B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O O
"Mammoth Mountain partially town Mammoth Lakes, California, Inyo National Mono",B-MOUNTAIN I-MOUNTAIN O O O O O O O O
"ski area primarily Mono County Mammoth Mountain formed 57,000 ago.",O O O O O B-MOUNTAIN I-MOUNTAIN O O O
"hazardous volcanic kill trees. Mammoth Mountain lava dome complex County,",O O O O B-MOUNTAIN I-MOUNTAIN O O O O
Fründenhorn mountain Bernese Lake Bernese Oberland. links Fründenhorn,B-MOUNTAIN O O O O O O B-MOUNTAIN
"Traverse Peak (11,056 (3,370 northern Teton Range, Grand Teton",B-MOUNTAIN I-MOUNTAIN O O O O O B-MOUNTAIN I-MOUNTAIN
"Bay Lake, south mountain seen Bivouac Peak Canyon. == References",O O O O O B-MOUNTAIN I-MOUNTAIN O O O
"Mount Edith Cavell River valleys National Park, prominent entirely within mountain named Cavell, nurse executed Germans World War Allied soldiers Belgium",B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O O O O O
previously Mount Fitzhugh. close-up view Mount Edith Cavell,O O O O O B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN
"Dôme des Sonnailles Savoie, France.",B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O
Valvelspitze Punta Valbella) Planeil Ötztal Alps. ==,B-MOUNTAIN O O O O O O
"Mount Etna, simply Etna (Italian: Etna Sicilian: [mʊntʃɪbˈbɛɖɖʊ] 'a Ancient stratovolcano east coast Italy, City Messina Catania.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O O
"Mount Agepsta აგეფსთა, Abkhaz: Аҕьаҧсҭа, Agh'aphstha) Caucasus Mountains located Georgia. 3,357 (11,014 ft) sea elevation. slopes Mount Agepsta, elevation ft), (Abies nordmanniana) Beech forests.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O
"Mount Munday one summits Ranges Coast Columbia,",B-MOUNTAIN I-MOUNTAIN O O O O O
"(11,010 ft) Range southeast Mount Waddington 4,019 (13,186 highest Coast Mountains. peak honour pioneering Phyllis first climbed much including western",O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O
Pointe de Claret mountain France.,B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O
Monte Perdido (in Spanish; Mont Mont Aragonese; lost mountain) highest,B-MOUNTAIN I-MOUNTAIN O O O O O O O O
"summit Monte Perdido m), located hidden seemingly peaks Estaubé.",O B-MOUNTAIN I-MOUNTAIN O O O O O O
forms part Monte Perdido located Monte Perdido National part Pyrenee,O O B-MOUNTAIN I-MOUNTAIN O B-MOUNTAIN I-MOUNTAIN O O O
"Electric Peak may Electric Peak (Montana) Electric Peak (San Electric Peak (Sangre Cristo), Colorado",B-MOUNTAIN I-MOUNTAIN O B-MOUNTAIN I-MOUNTAIN O B-MOUNTAIN I-MOUNTAIN O B-MOUNTAIN I-MOUNTAIN O O O
"Marmolada Marmolèda; German: Marmolata, pronounced [maʁmoˈlaːta] mountain Italy Alps).",B-MOUNTAIN O O O O O O O O
"Marmolada ultra-prominent known Dolomites"".",B-MOUNTAIN O O O
"2009, Dolomites, Marmolada massif UNESCO World",O O B-MOUNTAIN O O O
"glacier Marmolada Glacier, nort",O B-MOUNTAIN O O
Cerro Fábrega mountain del Toro Province,B-MOUNTAIN I-MOUNTAIN O O O O
"height 3,335 feet). Cerro Fábrega second point",O O O B-MOUNTAIN I-MOUNTAIN O O
Ward Mountain south-central White County eastern Nevada.,B-MOUNTAIN I-MOUNTAIN O O O O O
"Ward State Park located mountain's eastern links ""Ward Mountain"".",O O O O O O O B-MOUNTAIN I-MOUNTAIN
"Pointe de Méan Martin mountain Savoie,",B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O
Dôme de Polset mountain France.,B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O
Cathedral Peak several typically steep towers reminiscent,B-MOUNTAIN I-MOUNTAIN O O O O O
"United alone, USGS identifies ""Cathedral Peak"". countries: Cathedral Peak (South Africa), summit Drakensberg Cathedral Peak, Karakoram, Mountain Spires",O O O O B-MOUNTAIN I-MOUNTAIN O B-MOUNTAIN I-MOUNTAIN O O O O B-MOUNTAIN I-MOUNTAIN O O O
"Raynolds Peak (10,915 feet Teton Range, Grand Teton National",B-MOUNTAIN I-MOUNTAIN O O O O B-MOUNTAIN I-MOUNTAIN O
"Rolling Thunder Mountain (10,913 feet (3,326 Range, Grand Teton National",B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O O O B-MOUNTAIN I-MOUNTAIN O
Mount Hampton volcano circular ice-filled,B-MOUNTAIN I-MOUNTAIN O O O
"northernmost comprise Committee Range Marie Land, Miocene. Mount Hampton northernmost Marie Byrd Land, Antarctica.",O O O O O O O B-MOUNTAIN I-MOUNTAIN O O O O O
"Dôme des Pichères Savoie, France.",B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O
Grand Roc mountain France.,B-MOUNTAIN I-MOUNTAIN O O
"Giant's Castle Drakensberg range KwaZulu-Natal, Africa.",B-MOUNTAIN I-MOUNTAIN O O O O
"shape escarpment thought giant's name. Giant's Castle best nature bushman rock art preserved caves, game reserve",O O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O
"Sunwapta Peak Sunwapta River valley Columbia Alberta, Canada.",B-MOUNTAIN I-MOUNTAIN O O O O O O
Piz Buin [ˌpits buˈiːn] ) Silvretta border Austria,B-MOUNTAIN I-MOUNTAIN O O O O O O
forms Swiss canton Graubünden highest name language Piz Buin Grond.,O O O O O O O B-MOUNTAIN I-MOUNTAIN O
"summit nearby Piz Buin Pitschen 3,255 (10,680",O O B-MOUNTAIN I-MOUNTAIN O O O
Piz Buin 14 1865 Joseph Anton Specht,B-MOUNTAIN I-MOUNTAIN O O O O O
Mount Ball mountain Continental borders Banff Kootenay Western,B-MOUNTAIN I-MOUNTAIN O O O O O O
"Piz Badile (3,308 m) mountain range region Lombardy.",B-MOUNTAIN I-MOUNTAIN O O O O O O
Badile means (arising mountain's Bregaglia). history first ascent Piz Badile,O O O O O O O O B-MOUNTAIN I-MOUNTAIN
"Ağ Dağ peak located East Azerbaijan Province, height (10,846 ft).",B-MOUNTAIN I-MOUNTAIN O O O O O O O O
"San Jacinto Peak ( SAN -⁠ jə-, -⁠ yə-; designated Jacinto) ft (3,302 peak Jacinto",B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O
"Naturalist John wrote San Jacinto Peak, sublime anywhere earth!"" San Jacinto Peak one",O O O B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O O B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O
Didi Abuli (Georgian: one highest peaks Mountains nation Georgia.,B-MOUNTAIN I-MOUNTAIN O O O O O O O
"Didi Abuli extinct External links Georgia"".",B-MOUNTAIN I-MOUNTAIN O O O O
"Silberhorn (3,704 pyramid-shaped Bernese Alps, northwest Jungfrau satellite reach Silberhorn made 1863",B-MOUNTAIN O O O O O B-MOUNTAIN O O B-MOUNTAIN O O
"Bivouac Peak (3,300 m)) northern Range, Grand Teton National",B-MOUNTAIN I-MOUNTAIN O O O O B-MOUNTAIN I-MOUNTAIN O
"Mount Wilbur may refer to: Mount Wilbur States Mount Wilbur Alaska, States Mount Wilbur (Antarctica)",B-MOUNTAIN I-MOUNTAIN O O O B-MOUNTAIN I-MOUNTAIN O B-MOUNTAIN I-MOUNTAIN O O B-MOUNTAIN I-MOUNTAIN O
"Monte Argentera Alps, Cuneo, Piedmont, northern",B-MOUNTAIN I-MOUNTAIN O O O O
Mount Samsari peak Abul-Samsari Range Georgia.,B-MOUNTAIN I-MOUNTAIN O O O O
Mount Samsari represents volcanic inside lies 3 kilometres surrounding it.,B-MOUNTAIN I-MOUNTAIN O O O O O O O O
"Roche Chevrière Savoie, France.",B-MOUNTAIN I-MOUNTAIN O O
Habicht mountain Stubai,B-MOUNTAIN O O
"Despite thought, highest peak Stubai Zuckerhütl Habicht.",O O O O O B-MOUNTAIN B-MOUNTAIN
"Thompson Peak refer peaks: Thompson Peak (Arizona), 20 County government towers via service Fountain (33°38′39″N 111°48′44″W) Thompson Peak (Yavapai Thompson Peak (El California) Thompson Peak Diamond Mountains northern Nevada (40.242585°N 120.517402°W﻿ / 40.242585; -120",B-MOUNTAIN I-MOUNTAIN O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O B-MOUNTAIN I-MOUNTAIN O B-MOUNTAIN I-MOUNTAIN O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O
"Mount Chephren mountain located Banff National Park, Canada. Mount Chephren Chephren, 4th",B-MOUNTAIN I-MOUNTAIN O O O O O O B-MOUNTAIN I-MOUNTAIN O O
mountain named Pyramid Mountain 1897,O O B-MOUNTAIN I-MOUNTAIN O
"conflicted identically named Park, 1924 name. Routes Scramble Mount Chephren difficult south due possible sno",O O O O O O O O B-MOUNTAIN I-MOUNTAIN O O O O O
"Pointe de Thorens Savoie, France.",B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O
"Mount Cramer, 10,716 (3,266 m) highest peak",B-MOUNTAIN I-MOUNTAIN O O O O O
Mount Cramer located Custer Counties.,B-MOUNTAIN I-MOUNTAIN O O O
Mount Cramer also located Wilderness Sawtooth Area.,B-MOUNTAIN I-MOUNTAIN O O O O O
"Idaho almost miles (23 Mount Cramer, known City nearly miles (19 Mount Cramer.",O O O O B-MOUNTAIN I-MOUNTAIN O O O O O B-MOUNTAIN I-MOUNTAIN
Toussidé (also known Toussidé) potentially Chad.,B-MOUNTAIN O O B-MOUNTAIN O O
"Toussidé lies Mountains, Yirrigué caldera smaller Trou Kidimi close",B-MOUNTAIN O O O O O O O O
"volcano source number flows, westward away Toussidé Trou depression southeast measures",O O O O O O B-MOUNTAIN O O O O
Monte Antelao (Cadorino dialect: highest mountain eastern Dolomites northeastern southeast Cadore.,O B-MOUNTAIN O O O O O O O O O
"Antelao ultra-prominent Dolomites"" (Marmolada, Dolomites, ""Queen"" although composed limestones).",B-MOUNTAIN O O B-MOUNTAIN O O O O O
"highest Dolomites, Antelao closed massif",O O B-MOUNTAIN O O
"Mont Pelve Savoie, France.",B-MOUNTAIN I-MOUNTAIN O O
Mount Stanley Baldwin located Premier Cariboo east-central British Canada.,B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O O O O O
"Sandia Crest, also locally Sandia Peak ridge feet (3,255 m), Mountains, Bernalillo County, United States.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O
"Épaule du Bouchet Savoie, France.",B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O
"Mount Smythe to: Mount Smythe (Alberta) Jasper Park, Alberta, Mount Smythe British Columbia,",B-MOUNTAIN I-MOUNTAIN O B-MOUNTAIN I-MOUNTAIN O O O O B-MOUNTAIN I-MOUNTAIN O O
"Wildstrubel (3,244 Alps, straddling border cantons Bern",B-MOUNTAIN O O O O O O
Wildstrubel one four distinct massifs Bernese Alps Gemmi Pass.,B-MOUNTAIN O O O O O O O O
Wildstrubel centre valleys Simmental,B-MOUNTAIN O O O
"Williams Peak refer States Williams Peak (Alaska) Williams Peak, Sierra Arizona Williams Peak (Colorado) Williams Peak (Clearwater County, Williams Peak (Custer Williams Peak County, Idaho) Williams Peak (Mineral mountain Montana Williams Peak, 44 Williams Peak Williams Peak Columbia) See also Williams Mountain Highpoint,",B-MOUNTAIN I-MOUNTAIN O O B-MOUNTAIN I-MOUNTAIN O B-MOUNTAIN I-MOUNTAIN O O B-MOUNTAIN I-MOUNTAIN O B-MOUNTAIN I-MOUNTAIN O O B-MOUNTAIN I-MOUNTAIN O B-MOUNTAIN I-MOUNTAIN O O B-MOUNTAIN I-MOUNTAIN O O O B-MOUNTAIN I-MOUNTAIN O B-MOUNTAIN I-MOUNTAIN B-MOUNTAIN I-MOUNTAIN O O O O O O
"Mount Hope may Mount Hope (Ross Dependency), foot Ross Ice Shelf Mount Hope (Palmer Eternity Mount Hope, New South Wales, settlement western New Mount Hope, Australia, Peninsula, Mount Hope outcrop northern Mount Hope, mining near Mount Isa Canada Mount Hope, Ontari",B-MOUNTAIN I-MOUNTAIN O B-MOUNTAIN I-MOUNTAIN O O O O O O B-MOUNTAIN I-MOUNTAIN O O B-MOUNTAIN I-MOUNTAIN O O O O O O B-MOUNTAIN I-MOUNTAIN O O B-MOUNTAIN I-MOUNTAIN O O B-MOUNTAIN I-MOUNTAIN O O O O O B-MOUNTAIN I-MOUNTAIN O
Titlis mountain Uri located cantons,B-MOUNTAIN O O O O
"cable Engelberg (3,268 ft)) summit Klein Titlis ft)",O O O O O O B-MOUNTAIN O
"Owl Peak (10,617 feet Range, Grand Teton Park, Wyoming east Mountain.",B-MOUNTAIN I-MOUNTAIN O O O B-MOUNTAIN I-MOUNTAIN O O O O
Mount Mackenzie King peak located Premier east-central interior Canada.,B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O O O O O
"Pointe des Buffettes Savoie, France.",B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O
Lisenser Spitze m) mountain Stubai Alps links Lisenser Spitze German),B-MOUNTAIN I-MOUNTAIN O O O O O B-MOUNTAIN I-MOUNTAIN O
Mount Terror refer to: Mount Terror Mount Terror States,B-MOUNTAIN I-MOUNTAIN O O B-MOUNTAIN I-MOUNTAIN B-MOUNTAIN I-MOUNTAIN O
"Aiguille Rouge mountain Savoie,",B-MOUNTAIN I-MOUNTAIN O O
Monte Civetta m) major mountain Belluno Italy.,B-MOUNTAIN I-MOUNTAIN O O O O O
"Symmetry Spire (10,565–10,645 feet (3,220–3,245 Range, Grand Teton Park",B-MOUNTAIN I-MOUNTAIN O O O O B-MOUNTAIN I-MOUNTAIN O
"Glacier Peak Dakobed Sauk-Suiattle language ""Tda-ko-buh-ba"" ""Takobia"") five major (composite Cascade U.S",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O
"Located Glacier Peak Wilderness Baker–Snoqualmie Forest, volcano Seattle, areas eastern suburbs P",O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O
Pointe du Dard mountain France.,B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O
de Vanoise range currently elevation sea level. Weather Pointe Du Dard,O O O O O O O O B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN
"Pointe de la Réchasse Savoie, France.",B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O
"Mount Jefferson may to: peaks named Mount Jefferson Mount Jefferson (Bitterroot mountain Fremont Idaho Mount Jefferson Mount Jefferson Mount Jefferson Mount Jefferson Carolina) Mount Jefferson (New Hampshire) Mount Jefferson (Nevada) Mount Jefferson (New Mount Jefferson (Oregon) Mount Jefferson (Virginia) Mount Jefferson, Ohio, unincorporated",B-MOUNTAIN I-MOUNTAIN O O O O B-MOUNTAIN I-MOUNTAIN B-MOUNTAIN I-MOUNTAIN O O O O B-MOUNTAIN I-MOUNTAIN B-MOUNTAIN I-MOUNTAIN B-MOUNTAIN I-MOUNTAIN B-MOUNTAIN I-MOUNTAIN O B-MOUNTAIN I-MOUNTAIN O O B-MOUNTAIN I-MOUNTAIN O B-MOUNTAIN I-MOUNTAIN O B-MOUNTAIN I-MOUNTAIN O B-MOUNTAIN I-MOUNTAIN O B-MOUNTAIN I-MOUNTAIN O O
"Dreiländerspitze (10,489 ft) higher Silvretta eastern located Austria–Switzerland",B-MOUNTAIN O O O O O O O
"(Dreiländerspitze peak countries) refers territories ancient (Rhaeto-Romance Romansch, Bavarii Alamanni)",B-MOUNTAIN O O O O O O O O O
"Mount Kita (北岳, Akaishi Alps"" (南アルプス Minami-Arupusu), Prefecture, mountain Mount Fuji, known ""the Leader",B-MOUNTAIN I-MOUNTAIN O O O O O O O B-MOUNTAIN I-MOUNTAIN O O O
"Mount Hotaka Mount Hotaka (Gunma) (武尊山, Hotaka-yama), stratovolcano Gunma Prefecture, Mount Hotaka (Nagano, Gifu) Hotaka-dake), Nagano",B-MOUNTAIN I-MOUNTAIN B-MOUNTAIN I-MOUNTAIN O O O O O O B-MOUNTAIN I-MOUNTAIN O O O O
"Mount Cleveland places: Australia Mount Cleveland, Cleveland, Mount Cleveland (Alaska), Cleveland Volcano, Chuginadak Mount Cleveland, Skagway, near Carmack Mount Cleveland (Montana), Park Mount Cleveland, Bethlehem, Mount Cleveland Green also Cleveland Peak, Colorado",B-MOUNTAIN I-MOUNTAIN O O B-MOUNTAIN I-MOUNTAIN O B-MOUNTAIN I-MOUNTAIN O O O O B-MOUNTAIN I-MOUNTAIN O O O B-MOUNTAIN I-MOUNTAIN O O B-MOUNTAIN I-MOUNTAIN O B-MOUNTAIN I-MOUNTAIN O O O O O
"Aino (間ノ岳, Ainodake, peak Akaishi Mountains−Southern Minami Alps",O O B-MOUNTAIN O O O O O
"Lassen Peak Mount Lassen, 10,457 ft volcano Lassen Volcanic National Northern California.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O
"Mount Galatea highest peak Range, Rockies Alberta.",B-MOUNTAIN I-MOUNTAIN O O O O O
named cruiser Galatea. Geology Mount Galatea composed sedimentary laid Jurassic,O O O O B-MOUNTAIN I-MOUNTAIN O O O O
Rendezvous Mountain mountain located southern Teton Range U.S.,B-MOUNTAIN I-MOUNTAIN O O O O O O
"point Rendezvous Mountain Rendezvous (10,927 feet",O B-MOUNTAIN I-MOUNTAIN O O O
"western Grand Teton Park, Bridger-Teton Forest. mountain massif distance 5 miles km) north Phillips",O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O
"Saviers Peak, 10,441 m) sea level highest Smoky",B-MOUNTAIN I-MOUNTAIN O O O O O O
"Located Blaine County, Saviers Peak m) north border.",O O O B-MOUNTAIN I-MOUNTAIN O O O
"mi northeast County 0.6 mi Bromaghin Peak. lead Saviers Peak, easily north Ti",O O O O O O O O B-MOUNTAIN I-MOUNTAIN O O O
"Mount Yari (槍ヶ岳, Yari-ga-take) Famous Mountains.",B-MOUNTAIN I-MOUNTAIN O O O O
Kendrick Peak Mountain one highest Francisco field north city,B-MOUNTAIN I-MOUNTAIN O O O O O O O
"Arizona located Coconino Coconino County. Kendrick Peak height feet m), 11th 12th (depending",O O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O
Kendrick Peak 2.7 million years primarily rhyolite flows partly,B-MOUNTAIN I-MOUNTAIN O O O O O O O
"Parícutin (or Volcán de Parícutin, accented cinder Michoacán, near city Uruapan 322 west Mexico",B-MOUNTAIN O O O B-MOUNTAIN O O O O O O O O O
farmer attracting popular scientific Parícutin presented first modern document full cycle eruption type.,O O O O B-MOUNTAIN O O O O O O O O
"Mount Aylmer mountain Banff Park,",B-MOUNTAIN I-MOUNTAIN O O O
"Stanley Peak to: Stanley Peak (Ball Range), Rockies Stanley Peak, South See Mount Stanley, Republic Uganda",B-MOUNTAIN I-MOUNTAIN O B-MOUNTAIN I-MOUNTAIN O O O B-MOUNTAIN I-MOUNTAIN O O B-MOUNTAIN I-MOUNTAIN O O
"Jøkulkyrkja Mountain also known Gakkelya, broad, ice-topped several spurs, Lunde Glacier Mühlig-Hofmann Queen Antarctica. metres highest Queen Land, also highest rock within claims",B-MOUNTAIN O O O O O O O O O O O O O O O O O O O O O O
"Pica d'Estats Peak) (Catalan: Pica d'Estats, French: d'Estats) 3,143-metre-high Montcalm Massif,",B-MOUNTAIN I-MOUNTAIN O O B-MOUNTAIN I-MOUNTAIN O O O O O
"(Vietnamese: Phan Xi Păng, ) Vietnam.",O B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O
"called Gray Peak: Gray Peak (California), National Gray Peak (New York), Gray Peak (Washington), North Cascades, USA Gray Peak (Wyoming), Wyoming, USA Gray Peak Salmon Range, Yukon, Canada Gray Peak (Antarctica), Queen Antarctica mountains similar names: Grays Peak Glacier Park, Grays Peak,",O B-MOUNTAIN I-MOUNTAIN B-MOUNTAIN I-MOUNTAIN O O B-MOUNTAIN I-MOUNTAIN O O B-MOUNTAIN I-MOUNTAIN O O O O B-MOUNTAIN I-MOUNTAIN O O O B-MOUNTAIN I-MOUNTAIN O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O B-MOUNTAIN I-MOUNTAIN O O B-MOUNTAIN I-MOUNTAIN
"Mount Heyburn, 10,229 (3,118 m) one 10,000-foot m) peaks",B-MOUNTAIN I-MOUNTAIN O O O O O O O
Mount Heyburn located County Wilderness Sawtooth National Area.,B-MOUNTAIN I-MOUNTAIN O O O O O O
located miles km) north-northeast Mount Heyburn.,O O O O B-MOUNTAIN I-MOUNTAIN
"Mogul, 9,733 ft Mount Heyburn signature southwest Redfish Lake (6,547 ft",O O O B-MOUNTAIN I-MOUNTAIN O O O O O O
"Mount Washburn, elevation feet m), prominent mountain Yellowstone Wyoming, States.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O
Washburn one two mountains within Yellowstone. August Expedition ascended peak Mount Washburn expedit,O O O O O O O O O O B-MOUNTAIN I-MOUNTAIN O
"Mount Collie Yoho National Park, Wapta Icefield",B-MOUNTAIN I-MOUNTAIN O O O O O
early explorer Rockies. Mount Collie composed sedimentary rock laid Precambrian,O O O B-MOUNTAIN I-MOUNTAIN O O O O O
"Mount Siple SIGH-p'l) potentially shield 3,162 (10,374 dominating Island, separated Bakutis Marie Byrd Getz Shelf.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O
"Redoubt Volcano, Mount Redoubt K’enulgheli), volcanic Range U.S.",O O B-MOUNTAIN I-MOUNTAIN O O O O
"10,197 feet 5 miles Mount Redoubt attains feet (2,790",O O O O B-MOUNTAIN I-MOUNTAIN O O O
Mount Babel may refer summits Canada,B-MOUNTAIN I-MOUNTAIN O O O O
"Mount Emei Chinese: Éméi alternatively Omei, (10,167 ft) Sichuan Province, highest Sacred China.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O
Mount Emei rim Sichuan Basin.,B-MOUNTAIN I-MOUNTAIN O O O
"Pico Duarte highest peak Republic, island",B-MOUNTAIN I-MOUNTAIN O O O O
